MGH60-P6-A11	MGH60-P6-B01	MGH97-P8-H02	MGH97-P8-H03
15.382	18.5	21.5	18.929
15.914	19.5	22.5	19.929
16.294	20.5	23.5	20.929
16.8	21.5	22.615	20.846
15.226	22.5	22.5	20.5
15.0	23.5	18.727	21.5
16.0	24.5	19.727	22.5
15.281	25.5	20.727	23.5
16.281	26.5	21.727	22.615
15.9	22.25	21.2	22.417
16.9	20.667	18.25	23.417
17.9	21.667	19.25	23.182
18.9	22.667	20.25	24.182
19.9	23.667	21.25	25.182
20.9	24.667	20.286	24.0
21.9	24.125	21.286	22.4
22.161	20.1	20.5	21.778
23.161	21.1	21.5	22.778
23.406	22.1	22.5	21.4
24.406	23.1	23.5	22.4
24.636	20.083	24.5	19.5
25.636	17.7	25.5	20.5
26.281	17.0	26.5	18.333
26.455	18.0	24.444	19.333
27.125	19.0	23.875	20.333
27.806	18.2	24.875	19.818
26.6	14.5	24.143	14.375
25.625	15.5	23.0	15.375
22.833	16.5	24.0	14.556
23.0	17.5	25.0	15.556
22.667	18.5	23.6	16.556
23.667	16.857	21.25	17.556
22.556	17.857	22.25	16.125
20.667	15.667	23.25	17.125
20.312	16.667	24.25	16.111
17.947	15.143	25.25	14.5
16.706	14.125	26.25	15.5
16.722	15.125	27.25	16.5
16.529	16.125	28.25	17.5
16.25	17.125	29.25	18.5
17.25	18.125	30.25	19.5
16.933	19.125	29.0	20.5
17.933	20.125	30.0	21.5
16.4	21.125	27.5	20.0
17.4	22.125	28.5	21.0
13.333	23.125	29.5	22.0
14.333	24.125	23.0	21.125
15.333	25.125	24.0	22.125
16.333	24.429	25.0	23.125
10.0	12.714	3.25	16.083
11.0	13.714	3.778	17.083
8.432	10.842	2.647	9.864
9.432	11.842	3.647	9.571
9.897	12.842	4.647	10.571
9.923	11.0	5.333	11.045
10.923	12.0	6.333	12.045
10.949	12.278	7.333	11.318
11.949	13.278	8.333	12.318
12.289	11.312	9.316	10.85
11.744	10.944	9.333	10.773
12.744	10.412	10.333	10.524
12.86	11.412	8.696	10.522
13.545	12.412	9.696	11.522
14.545	13.412	10.25	12.522
14.25	14.412	10.385	11.962
14.766	15.412	11.385	12.962
15.122	16.412	12.385	13.0
16.122	17.412	13.385	14.0
15.706	15.65	13.357	15.0
16.706	16.65	14.357	16.0
17.3	17.65	15.357	17.0
17.941	17.762	16.357	16.667
18.56	18.762	17.357	16.259
16.615	17.952	17.133	16.069
15.793	15.652	17.0	17.069
16.421	16.652	18.0	18.069
17.121	17.652	19.0	19.069
18.121	18.652	20.0	20.069
17.062	18.833	20.364	19.094
17.014	19.833	21.364	20.094
17.757	20.833	22.364	21.094
18.478	21.833	23.364	21.581
19.2	21.92	22.971	21.212
19.676	22.038	23.971	21.559
20.676	21.393	24.278	22.559
21.362	22.393	24.595	23.559
21.431	22.586	25.595	24.559
19.623	19.0	22.929	23.9
20.623	20.0	23.407	24.9
18.02	16.0	19.65	19.85
19.02	17.0	19.667	18.955
19.082	18.0	20.667	19.955
18.92	19.0	20.85	19.227
19.92	18.889	21.85	19.348
20.571	18.824	22.85	19.545
21.14	19.824	23.85	20.545
22.14	20.824	24.85	21.545
18.961	18.437	24.5	21.0
19.961	19.437	25.5	22.0
20.216	20.437	24.2	21.333
19.698	21.437	23.625	18.273
20.315	21.118	23.733	19.273
19.212	22.118	17.353	15.81
20.212	23.118	18.353	16.81
20.176	24.118	19.353	17.81
21.176	25.118	20.353	17.955
21.187	23.571	19.133	18.955
17.459	20.235	16.778	17.56
18.459	21.235	16.0	16.571
18.869	21.25	16.238	16.0
19.869	22.25	17.238	16.16
19.339	22.267	16.158	15.348
18.22	16.786	14.706	15.667
19.22	17.786	15.706	16.667
19.857	18.786	16.706	17.667
20.857	19.786	16.722	17.92
19.167	18.071	16.529	16.318
18.289	17.8	17.529	17.318
16.951	17.571	15.75	14.393
17.45	18.571	16.75	15.393
17.949	19.571	15.5	14.731
18.949	19.231	16.5	14.84
19.949	17.0	15.389	15.84
20.5	15.231	15.118	16.84
20.086	14.417	16.118	17.84
21.086	15.417	17.118	18.84
20.342	15.154	18.118	19.84
21.342	16.154	19.118	20.84
22.342	14.867	17.882	19.583
23.342	14.875	18.882	20.583
22.946	15.875	18.778	20.87
23.946	15.467	18.737	20.217
24.946	16.467	19.737	21.217
25.611	17.467	20.737	22.217
26.611	18.467	21.737	23.217
25.533	18.143	20.571	22.28
26.533	16.75	20.591	22.385
21.297	16.706	21.591	21.714
20.912	17.706	21.857	20.167
21.424	17.5	22.857	21.167
20.194	18.5	20.529	20.727
21.194	19.5	21.529	21.727
18.595	19.294	21.278	22.727
19.079	18.158	19.211	22.0
19.075	18.2	18.286	22.0
10.037	15.882	16.222	20.75
11.037	16.882	14.625	18.882
10.484	13.217	11.905	17.789
11.484	14.217	12.905	18.789
12.484	15.217	13.905	19.789
11.943	14.143	14.905	19.833
12.583	15.143	15.905	20.833
13.583	16.143	16.905	20.684
14.583	17.143	16.095	20.778
13.683	16.333	16.318	21.778
14.333	15.524	16.565	22.778
12.947	16.524	14.5	16.667
12.927	16.0	14.762	17.667
13.927	17.0	15.045	18.667
14.927	18.0	16.045	19.667
15.548	19.0	16.048	20.667
16.163	18.286	17.048	20.0
16.043	19.286	18.048	19.5
17.043	20.286	19.048	20.5
16.545	20.45	18.958	21.5
17.545	20.409	19.958	22.5
18.545	18.81	20.217	20.786
19.111	18.9	18.074	20.333
19.705	19.9	18.346	21.333
20.705	20.9	18.6	21.214
21.222	21.9	19.6	22.214
19.608	19.083	15.147	19.118
20.212	20.083	16.147	19.062
20.426	21.083	12.675	15.722
21.426	20.636	12.9	15.471
19.717	20.045	13.9	12.167
19.854	21.045	14.9	13.167
20.854	22.045	15.538	14.167
21.511	23.045	16.538	15.167
22.511	24.045	17.538	16.167
21.39	24.429	18.026	17.167
20.0	24.105	17.486	17.0
19.295	21.95	16.0	15.765
18.191	19.136	16.564	14.25
18.792	20.136	17.026	14.571
18.136	14.812	15.676	13.211
19.136	15.812	16.03	13.5
20.136	16.812	17.03	14.5
19.45	17.812	18.03	15.5
18.571	18.812	19.03	16.5
19.122	19.812	20.03	15.6
19.643	18.5	19.294	15.81
18.297	18.412	19.176	16.81
17.789	18.25	19.059	17.81
17.732	19.25	20.059	17.478
17.211	17.714	20.545	18.478
16.476	16.375	19.794	18.667
17.476	17.375	20.794	19.667
16.773	18.375	20.583	20.667
16.909	18.235	21.583	20.957
16.048	19.235	20.325	20.304
16.273	20.235	21.325	20.417
16.889	21.235	21.923	21.417
17.5	21.25	22.35	22.417
18.298	21.2	23.35	22.091
17.444	21.312	19.929	21.417
18.444	22.312	20.442	22.417
19.444	23.312	21.442	22.692
20.113	24.312	22.442	23.692
18.957	21.083	19.588	22.957
18.367	20.636	20.588	20.652
15.873	19.833	15.926	16.696
16.873	20.833	16.926	17.696
17.873	21.833	17.286	18.696
18.151	22.833	18.286	19.682
18.796	23.833	19.286	20.682
18.754	19.867	19.586	20.739
19.414	20.867	19.9	20.833
20.068	21.867	19.594	21.833
19.5	22.867	20.032	22.833
20.17	21.692	19.214	22.25
19.796	18.1	18.857	20.3
20.437	19.1	19.185	20.421
20.333	20.1	20.185	21.421
21.333	21.1	21.185	21.556
22.333	22.1	22.185	20.625
22.826	23.1	23.185	20.353
22.5	24.1	23.654	21.353
23.5	25.1	24.654	19.0
22.523	23.125	22.32	18.8
23.523	24.125	22.708	19.8
23.881	22.333	23.087	20.8
21.891	23.333	23.083	21.8
22.065	18.25	22.231	22.8
20.762	15.5	21.769	21.267
21.366	12.7	21.5	21.143
21.132	13.7	21.091	22.143
19.649	12.111	20.25	20.429
19.657	13.111	17.9	20.154
18.486	14.111	18.0	19.75
18.941	15.111	18.136	20.75
19.394	16.111	18.238	21.75
20.394	17.111	19.238	22.75
19.086	18.111	17.278	21.923
18.5	19.111	17.118	21.286
17.643	18.1	17.111	22.286
18.643	19.1	18.111	23.286
19.756	18.273	19.111	24.286
19.282	19.273	20.111	23.167
15.71	18.5	20.118	19.556
14.0	13.929	16.318	15.417
15.0	14.929	16.333	16.417
15.579	15.929	17.333	16.077
16.0	16.929	18.333	15.5
14.306	12.455	17.524	13.333
14.25	13.455	16.714	14.333
14.6	14.455	14.8	14.154
15.6	15.455	15.8	15.154
16.6	16.455	16.8	14.333
17.6	17.455	15.9	14.154
18.6	16.917	16.095	15.154
18.053	17.917	17.095	14.0
19.053	18.917	17.273	14.062
20.053	19.917	18.273	15.062
19.538	20.917	18.435	13.687
20.538	21.917	19.435	14.687
21.0	18.333	17.407	10.143
20.703	19.333	16.84	11.143
20.075	20.333	17.154	12.143
21.075	20.143	17.481	13.143
20.306	21.143	17.731	13.5
19.194	16.333	17.125	14.5
17.225	16.0	17.261	14.429
18.225	15.25	18.261	15.429
18.31	15.0	19.261	15.0
18.375	14.857	18.571	15.0
16.489	14.8	15.222	15.304
16.217	15.8	14.815	15.0
16.542	16.8	12.548	14.815
16.84	17.8	12.353	15.815
17.84	18.8	13.353	16.815
16.56	18.562	13.189	16.407
16.255	19.562	13.462	16.615
15.326	19.4	13.842	17.615
15.955	20.4	14.462	18.615
16.955	20.214	15.462	19.615
17.955	21.214	16.462	20.615
18.955	22.214	17.462	21.615
16.667	17.3	15.588	19.75
17.667	18.3	16.588	20.75
17.692	19.3	17.588	21.043
18.692	20.3	18.03	22.043
17.744	19.364	19.03	21.391
18.237	20.364	18.879	22.391
17.0	14.687	18.727	20.0
18.0	15.687	19.147	21.0
16.673	15.706	18.514	22.0
17.039	16.706	19.0	22.375
18.039	16.437	18.944	23.375
17.14	15.5	19.944	23.136
17.784	16.5	20.457	22.409
18.784	17.5	20.861	23.409
18.16	18.5	21.4	23.762
19.16	19.5	22.4	24.762
19.44	17.0	21.516	20.867
19.654	16.875	21.152	19.294
19.592	17.875	21.0	19.167
19.404	14.381	20.235	17.286
20.404	15.381	21.235	17.3
20.74	15.3	22.235	18.3
19.933	15.158	22.829	19.3
20.478	16.158	23.829	19.333
19.404	16.0	24.139	17.55
20.404	15.765	25.139	18.55
16.714	15.437	23.767	18.579
16.909	16.437	23.5	16.444
17.442	17.437	21.8	14.875
17.071	15.526	19.826	14.941
18.071	15.7	20.826	15.941
17.175	15.579	16.957	15.625
16.523	16.579	15.318	16.625
17.133	17.579	16.318	17.625
17.682	18.579	16.333	16.556
18.267	18.6	15.826	14.364
19.267	19.6	16.826	15.364
19.0	20.6	15.769	16.364
19.617	21.6	16.769	16.381
20.617	22.6	17.769	17.381
19.959	23.6	18.074	17.545
20.959	23.429	18.393	18.545
21.277	23.75	19.393	18.667
22.277	24.75	19.036	19.667
21.122	21.667	19.37	17.778
22.122	22.667	19.692	18.778
20.0	22.643	18.435	19.778
20.514	23.643	19.435	20.778
20.917	24.643	19.636	21.778
20.971	23.583	20.636	22.778
20.912	24.583	21.636	21.667
21.912	25.583	21.1	22.667
21.484	26.583	22.1	23.667
22.484	27.583	22.0	24.667
22.75	28.583	23.0	25.667
22.097	28.818	21.4	23.765
20.457	23.429	16.4	20.158
19.303	16.889	15.609	18.0
20.303	16.1	16.609	19.0
20.676	17.1	17.609	20.0
21.676	18.1	17.833	21.0
22.212	19.1	18.833	16.526
21.733	20.1	19.043	16.389
22.733	21.1	19.208	17.389
22.148	22.1	20.208	17.421
21.96	23.1	20.478	17.333
21.259	24.1	21.478	15.0
19.414	19.571	20.045	15.1
20.414	17.667	21.045	15.227
20.185	16.0	19.476	16.227
19.083	17.0	19.6	16.619
19.304	18.0	20.6	15.684
15.567	12.091	17.28	10.955
14.806	10.6	16.565	8.952
15.312	11.6	17.565	9.952
14.069	12.6	15.65	10.952
15.069	13.6	16.65	11.952
16.069	14.6	17.65	12.952
14.654	15.6	17.632	13.952
15.654	14.222	17.556	14.952
16.654	15.222	18.556	15.952
17.0	14.6	17.444	16.182
17.357	12.0	16.6	15.75
17.133	13.0	16.762	16.75
17.448	14.0	16.955	17.75
17.833	15.0	17.955	18.75
17.464	16.0	18.955	19.75
14.771	13.0	13.719	18.444
15.771	14.0	14.719	18.731
15.447	12.75	15.242	19.0
16.026	13.095	16.242	20.0
14.522	13.455	14.405	19.552
14.178	14.455	15.405	18.625
14.891	15.455	15.378	19.03
13.465	13.053	12.194	17.552
12.696	14.053	12.029	17.933
13.696	13.778	13.029	18.933
13.02	14.0	13.629	19.933
14.02	15.0	13.941	20.933
15.02	16.0	14.941	19.462
15.7	17.0	15.941	20.462
14.649	16.286	15.824	19.241
15.379	17.286	16.824	18.931
16.379	16.696	17.314	18.645
16.069	17.696	18.314	16.926
15.643	18.696	18.765	17.154
16.351	19.696	19.765	18.154
17.052	19.043	19.647	19.154
18.052	20.043	20.647	20.154
15.563	17.926	17.951	16.667
14.0	15.609	15.892	12.679
13.418	14.148	14.881	13.679
13.851	15.148	15.881	14.679
14.42	16.148	16.881	15.679
14.575	16.536	17.881	16.103
15.575	17.536	18.881	17.103
16.575	18.536	19.881	18.103
17.575	19.536	20.881	19.103
18.575	20.536	21.881	20.103
19.319	20.926	21.976	19.133
19.792	19.917	21.683	18.857
20.014	20.917	22.3	19.414
21.028	21.917	22.923	20.448
21.8	22.917	23.923	21.448
22.8	23.917	24.3	22.448
21.77	22.3	21.067	21.769
22.77	23.3	22.067	22.769
23.034	21.882	22.0	23.2
23.379	21.937	23.0	24.2
21.963	21.933	21.667	24.087
22.679	22.933	22.667	23.15
23.679	23.933	23.043	23.421
24.423	24.933	24.043	24.421
23.878	25.933	23.1	24.722
24.878	26.933	24.1	25.722
24.8	27.214	24.421	26.722
25.8	28.214	25.421	27.722
26.8	29.214	26.421	28.722
27.568	30.214	27.421	29.722
26.784	30.083	27.889	29.267
27.5	31.083	28.889	29.714
28.5	30.9	29.412	29.5
29.0	31.9	30.412	30.5
29.758	32.9	31.412	31.5
30.531	33.9	32.412	32.5
31.323	34.556	33.125	33.5
32.323	35.556	34.125	34.5
29.471	35.4	32.25	30.5
28.778	36.4	33.25	31.5
27.429	0.0	28.0	32.5
22.5	0.0	29.0	33.5
21.429	0.0	30.0	34.5
16.2	0.0	31.0	33.0
17.2	0.0	31.0	34.0
16.545	0.0	34.0	35.0
17.545	0.0	0.0	36.0
16.8	0.0	0.0	0.0
17.8	0.0	0.0	0.0
18.8	0.0	0.0	0.0
17.778	0.0	0.0	0.0
18.778	0.0	0.0	0.0
16.364	0.0	0.0	0.0
17.364	0.0	0.0	0.0
15.538	0.0	0.0	0.0
16.538	0.0	0.0	0.0
17.538	0.0	0.0	0.0
16.917	0.0	0.0	0.0
12.636	0.0	0.0	0.0
12.5	0.0	0.0	0.0
13.5	0.0	0.0	0.0
14.5	0.0	0.0	0.0
13.455	0.0	0.0	0.0
14.455	0.0	0.0	0.0
14.167	0.0	0.0	0.0
15.167	0.0	0.0	0.0
16.167	0.0	0.0	0.0
17.167	0.0	0.0	0.0
18.167	0.0	0.0	0.0
17.692	0.0	0.0	0.0
17.357	0.0	0.0	0.0
18.357	0.0	0.0	0.0
19.357	0.0	0.0	0.0
20.357	0.0	0.0	0.0
21.357	0.0	0.0	0.0
22.357	0.0	0.0	0.0
23.357	0.0	0.0	0.0
23.308	0.0	0.0	0.0
24.308	0.0	0.0	0.0
21.5	0.0	0.0	0.0
22.5	0.0	0.0	0.0
23.5	0.0	0.0	0.0
24.5	0.0	0.0	0.0
16.692	0.0	0.0	0.0
17.692	0.0	0.0	0.0
18.692	0.0	0.0	0.0
19.692	0.0	0.0	0.0
19.214	0.0	0.0	0.0
20.214	0.0	0.0	0.0
18.417	0.0	0.0	0.0
19.417	0.0	0.0	0.0
20.417	0.0	0.0	0.0
18.1	0.0	0.0	0.0
19.1	0.0	0.0	0.0
20.1	0.0	0.0	0.0
21.1	0.0	0.0	0.0
20.333	0.0	0.0	0.0
19.25	0.0	0.0	0.0
20.25	0.0	0.0	0.0
21.25	0.0	0.0	0.0
20.286	0.0	0.0	0.0
21.286	0.0	0.0	0.0
22.286	0.0	0.0	0.0
23.286	0.0	0.0	0.0
24.286	0.0	0.0	0.0
25.286	0.0	0.0	0.0
26.286	0.0	0.0	0.0
25.5	0.0	0.0	0.0
24.2	0.0	0.0	0.0
25.2	0.0	0.0	0.0
26.2	0.0	0.0	0.0
27.2	0.0	0.0	0.0
28.2	0.0	0.0	0.0
29.2	0.0	0.0	0.0
19.952	11.75	17.889	15.3
20.952	12.75	18.889	16.3
21.952	13.75	19.889	17.3
22.952	11.8	20.889	17.429
20.958	12.8	19.7	17.591
18.474	13.8	20.7	18.591
18.5	14.8	21.7	18.739
19.5	15.8	22.7	19.739
20.5	16.8	23.7	20.739
21.5	17.8	24.7	21.739
22.5	18.8	21.417	22.739
23.5	19.8	22.417	22.75
24.5	20.8	23.417	23.75
25.5	21.8	24.417	24.75
23.043	22.8	21.786	23.2
22.391	23.8	18.636	23.625
19.333	21.5	15.556	22.714
18.222	17.333	10.429	21.333
15.882	13.75	11.429	22.333
15.944	14.75	12.429	23.333
16.944	15.75	13.429	24.333
17.944	16.75	14.429	25.333
16.562	17.75	15.429	21.846
15.611	15.0	14.375	17.471
15.737	16.0	13.667	18.471
16.737	17.0	14.667	18.389
16.85	18.0	14.1	19.389
16.789	19.0	15.1	18.187
17.789	20.0	16.1	19.187
16.529	17.5	17.1	17.643
17.529	18.5	18.1	17.154
17.312	19.5	17.364	18.154
17.0	20.5	18.364	19.154
11.739	12.9	17.75	15.412
12.739	13.9	18.75	16.412
13.739	14.9	16.1	17.412
14.739	10.375	17.1	18.412
15.739	11.375	18.1	16.933
16.739	12.375	19.1	16.812
16.32	13.375	20.1	15.833
16.654	14.375	19.182	15.947
17.654	12.143	20.182	15.778
15.458	13.143	19.5	15.529
15.192	14.143	18.636	13.381
15.32	15.143	19.636	13.2
15.111	14.125	20.636	13.524
14.5	15.125	21.636	14.524
14.091	14.333	20.75	13.583
15.091	13.8	18.5	13.462
15.618	14.8	19.5	13.52
16.618	15.8	20.5	14.52
17.618	16.8	21.5	15.52
16.742	17.8	16.556	14.652
16.516	18.8	17.556	15.652
17.516	19.8	18.556	16.652
17.29	14.857	12.571	16.24
17.633	14.154	12.667	16.577
17.966	15.154	12.812	16.926
18.966	16.154	13.812	17.926
19.966	17.154	13.941	18.25
20.966	18.154	14.941	19.25
20.778	16.231	14.562	17.292
20.37	17.231	14.067	18.292
20.929	18.231	15.067	18.478
21.37	19.231	14.5	18.667
22.37	20.231	15.5	19.667
23.37	21.231	16.5	20.667
22.724	20.917	17.5	20.0
23.724	21.917	16.187	21.0
23.129	22.917	14.812	22.0
24.129	23.917	15.812	23.0
20.652	18.375	15.4	21.455
19.154	17.222	14.471	19.76
20.154	18.222	15.471	20.76
21.154	19.222	15.556	20.148
21.333	18.2	16.556	21.148
19.452	17.455	15.8	21.538
19.241	18.455	16.8	20.4
19.607	19.455	15.143	20.708
20.607	20.455	16.143	21.708
21.0	21.455	17.143	22.708
20.72	22.455	17.15	20.85
21.042	23.455	18.15	21.85
20.458	21.0	19.15	20.273
18.227	22.0	20.15	19.5
15.45	21.5	20.263	18.0
16.45	20.778	21.263	17.0
16.25	21.778	22.263	17.8
17.25	22.778	22.1	16.348
18.25	23.778	23.1	14.778
17.35	24.778	23.368	15.214
18.35	25.778	24.368	16.214
18.368	26.778	25.368	17.214
18.333	19.6	22.214	16.074
19.333	20.6	22.077	16.269
19.263	21.6	18.714	13.7
20.263	22.6	18.4	14.7
20.2	19.667	16.867	13.531
20.19	17.714	17.867	13.676
19.348	15.5	18.867	14.676
19.545	16.5	19.867	15.676
20.545	17.5	20.867	16.676
21.545	18.5	21.867	17.061
19.84	19.5	21.437	17.029
20.84	20.5	22.437	18.029
18.077	21.5	22.059	16.857
19.077	22.5	21.067	17.857
17.308	23.5	19.533	18.333
18.308	24.5	20.533	19.333
19.308	25.5	21.533	20.333
17.25	24.2	20.154	19.235
16.667	25.2	21.154	19.697
17.667	26.2	20.833	17.607
16.4	24.5	21.833	18.607
13.476	21.333	19.8	19.607
14.476	22.333	18.909	19.963
15.476	23.333	15.889	20.963
15.727	24.333	16.889	21.179
15.333	19.0	16.1	22.179
16.333	20.0	17.1	23.179
17.333	21.0	18.1	24.179
17.478	16.667	19.1	25.179
17.591	17.667	20.1	25.269
17.667	18.667	21.1	25.296
17.043	14.75	22.1	24.483
16.6	15.75	21.0	25.483
16.296	13.4	20.4	24.222
15.567	14.4	17.833	20.346
15.828	15.4	17.385	20.68
16.267	16.4	18.385	20.074
16.71	17.4	19.385	20.321
17.71	18.4	20.385	20.704
16.571	19.4	18.533	21.704
16.971	20.4	16.692	18.391
17.971	21.4	16.0	19.391
17.844	14.8	15.091	17.75
18.226	10.25	16.091	16.611
18.0	9.0	17.091	17.611
19.0	10.0	18.091	18.611
20.0	11.0	17.5	19.611
21.0	12.0	17.077	20.611
20.286	13.0	16.417	19.562
20.704	14.0	17.417	20.562
18.87	15.0	16.636	19.214
19.042	16.0	17.636	20.214
17.815	14.167	13.917	18.5
18.143	13.0	14.917	19.5
19.143	14.0	15.917	19.133
18.786	11.667	16.917	18.857
19.111	12.667	17.917	19.857
20.111	13.667	18.917	20.857
19.76	14.667	18.385	21.857
19.962	15.667	19.385	22.857
20.962	16.667	18.917	23.857
21.962	17.667	18.385	23.2
22.36	18.667	19.385	23.214
22.087	17.375	16.214	22.6
23.087	18.375	17.214	22.125
24.087	19.375	18.214	23.125
23.08	20.375	19.214	22.706
24.08	21.375	20.214	23.706
25.08	22.375	21.214	23.875
24.5	21.286	22.214	23.0
24.3	22.286	22.077	24.0
23.4	20.833	23.077	22.917
22.0	21.833	21.545	21.1
23.0	22.833	19.091	20.091
23.125	23.833	20.091	13.0
23.2	24.833	21.091	11.818
24.2	25.833	22.091	10.846
20.545	26.833	19.778	11.846
19.75	27.833	18.7	10.75
20.75	28.833	19.7	11.75
20.077	28.2	20.7	9.562
18.267	24.333	21.7	9.389
14.765	22.8	22.7	9.842
15.765	23.8	23.7	10.842
15.833	24.8	20.9	11.842
16.833	21.5	20.111	12.842
16.895	22.5	21.111	13.842
17.895	23.5	22.111	14.842
18.895	22.2	20.8	15.842
18.889	23.2	19.818	16.0
16.267	15.125	17.0	13.13
13.812	11.5	11.571	10.484
14.812	12.5	11.733	10.6
14.333	5.333	12.733	11.6
15.333	6.333	12.875	12.6
15.312	7.333	13.875	13.6
16.312	8.333	13.333	14.6
14.937	7.0	14.333	15.097
15.0	8.0	15.333	15.594
16.0	9.0	14.786	15.406
17.0	10.0	15.786	16.406
18.0	11.0	13.25	16.742
17.944	9.6	12.214	15.515
18.944	9.727	11.562	14.0
17.687	10.727	12.562	13.973
18.687	11.727	13.562	14.973
19.687	12.727	14.562	15.973
19.471	13.727	15.562	16.973
20.471	14.727	16.562	17.973
19.235	15.727	15.722	18.0
20.235	16.727	16.722	19.0
21.235	17.727	16.529	19.026
22.235	18.727	17.529	18.553
23.235	19.727	18.529	19.553
22.889	20.727	18.444	19.583
23.889	21.727	19.444	20.027
24.118	22.727	19.412	21.027
25.118	23.727	20.412	21.583
25.375	23.4	21.412	21.182
15.727	20.333	19.05	18.743
12.75	21.333	19.143	18.657
13.75	22.333	19.3	19.111
13.526	23.333	20.3	20.111
14.526	23.091	21.3	21.111
14.278	24.091	21.579	22.111
15.278	25.091	22.579	23.111
16.278	23.917	22.4	22.842
17.278	24.917	22.632	23.459
17.316	21.889	22.45	22.818
16.0	18.667	18.6	17.852
17.0	19.667	18.286	18.852
14.571	18.6	15.882	19.852
14.864	19.6	15.562	20.852
14.81	18.727	16.562	21.852
15.091	19.727	17.562	22.852
15.048	16.889	18.562	22.76
14.238	16.1	19.562	23.76
13.913	15.545	17.316	18.156
14.292	16.545	18.316	19.156
15.292	17.545	19.316	19.545
15.348	11.25	18.235	18.138
16.348	12.25	16.733	16.12
16.625	13.25	16.625	15.0
17.625	12.667	17.625	16.0
18.625	13.667	18.625	17.0
18.042	14.667	18.4	17.333
19.042	15.667	19.4	18.333
19.261	16.667	19.143	17.84
19.417	17.667	15.667	18.125
20.417	16.9	16.667	17.542
21.417	16.273	17.667	18.542
21.52	17.273	17.684	19.542
21.875	16.75	17.611	19.72
21.96	17.75	18.611	18.462
22.96	18.75	19.611	18.741
23.96	19.75	20.611	19.036
24.96	20.75	21.611	20.036
19.187	18.5	18.214	18.208
20.187	19.5	19.214	18.391
21.187	20.5	20.214	17.739
18.684	21.5	21.214	18.739
19.684	20.455	20.733	16.214
19.65	21.455	21.733	17.214
20.65	22.455	22.733	18.214
20.619	22.0	22.714	17.769
21.619	23.0	23.714	18.769
19.0	24.0	20.533	19.037
18.4	23.556	21.533	17.885
19.4	24.556	22.533	18.185
17.048	24.0	19.917	19.185
17.05	25.0	20.917	20.185
18.05	24.286	21.917	21.185
15.591	22.125	22.917	21.393
13.519	23.125	22.077	17.914
13.615	22.143	23.077	18.914
12.667	20.667	19.9	14.556
12.609	21.667	20.9	15.556
13.609	22.667	21.9	15.731
12.444	23.667	20.818	16.111
13.444	24.667	21.818	17.111
13.538	25.667	21.3	16.52
14.538	24.4	22.3	17.52
15.538	25.4	23.3	18.52
15.68	26.4	22.091	18.0
13.9	15.222	14.111	14.394
14.9	16.222	15.111	15.394
15.138	14.625	9.2	16.394
16.138	15.625	10.2	16.75
16.567	13.571	10.5	17.75
16.862	14.571	9.733	18.75
17.862	11.833	10.733	19.161
18.179	12.833	11.733	18.3
19.179	13.833	12.733	18.655
20.179	14.833	13.733	19.0
21.179	15.833	14.733	20.0
22.179	16.833	15.733	21.0
22.379	17.833	15.687	19.871
23.379	18.833	16.687	20.3
22.808	19.833	17.687	20.613
23.808	17.4	17.4	17.143
24.28	18.4	18.4	18.143
25.28	19.4	19.4	19.143
25.792	20.4	20.4	20.143
26.792	21.4	21.4	21.143
26.333	22.4	20.0	21.556
17.172	14.625	15.167	17.844
17.567	15.625	16.167	18.226
18.567	16.625	17.167	19.226
19.567	17.625	18.167	20.226
20.567	18.625	19.167	21.226
17.767	17.0	16.5	20.344
14.92	18.0	16.524	16.038
15.92	19.0	17.524	17.038
16.92	20.0	18.524	18.038
17.92	21.0	19.524	19.038
18.192	19.25	20.524	20.038
15.773	20.25	20.7	20.36
15.375	21.25	21.7	21.36
16.375	22.25	22.7	22.36
17.375	23.25	23.7	23.36
18.375	24.25	23.524	24.36
19.375	25.25	23.85	24.833
15.737	14.5	17.769	19.75
16.737	15.5	18.769	20.75
17.737	16.5	18.25	21.75
18.737	17.5	19.25	22.75
18.722	18.5	18.636	23.75
19.722	19.5	19.636	24.75
20.722	20.5	20.636	25.75
21.722	21.5	21.636	26.0
22.722	22.5	22.636	27.0
23.722	23.5	23.636	28.0
24.722	24.5	24.636	29.0
25.722	25.5	25.636	30.0
26.059	26.5	25.5	29.818
27.059	27.5	26.5	30.818
28.059	28.5	27.5	31.2
29.059	29.5	28.5	30.75
30.059	30.5	29.5	31.75
31.059	31.5	30.5	32.75
32.059	32.5	31.5	33.75
33.059	33.5	32.5	34.75
34.059	34.5	33.5	35.75
30.857	28.0	31.0	33.0
30.833	29.0	32.0	34.0
31.833	30.0	33.0	35.0
32.833	31.0	26.0	0.0
33.833	32.0	27.0	0.0
31.667	33.0	28.0	0.0
32.667	34.0	29.0	0.0
33.667	35.0	30.0	0.0
34.667	36.0	31.0	0.0
36.0	37.0	32.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	1.0	0.0	0.0
0.0	2.0	0.0	0.0
0.0	3.0	0.0	0.0
0.0	4.0	0.0	0.0
0.0	5.0	0.0	0.0
