Position	aMin	aMean
7379	-100	-100
7380	-100	-100
7381	-100	-100
7382	-100	-100
7383	-100	-100
7384	-100	-100
7385	-100	-100
7386	-100	-100
7387	-100	-100
7388	-100	-100
7389	0	0
7390	-100	-100
7391	-100	-100
7392	-100	-100
7393	-100	-100
7394	-100	-100
7395	-100	-100
7396	-100	-100
7397	-100	-100
7398	-100	-100
7399	0	0
7400	-100	-100
7401	-100	-100
7402	-100	-100
7403	-100	-100
7404	-100	-100
7405	-100	-100
7406	0	0
7407	-100	-100
7408	-100	-100
7409	-100	-100
7410	-100	-100
7411	-100	-100
7412	28	28
7413	0	0
7414	-100	-100
7415	-100	-100
7416	-100	-100
7417	-100	-100
7418	-100	-100
7419	-100	-100
7420	-100	-100
7421	40.5	40.5
7422	-100	-100
7423	-100	-100
7424	-100	-100
7425	-100	-100
7426	-100	-100
7427	-100	-100
7428	-100	-100
7429	-100	-100
7430	36.5	36.5
7431	-100	-100
7432	-100	-100
7433	-100	-100
7434	-100	-100
7435	-100	-100
7436	-100	-100
7437	-100	-100
7438	-100	-100
7439	-100	-100
7440	-100	-100
7441	-100	-100
7442	-100	-100
7443	-100	-100
7444	-100	-100
7445	-100	-100
7446	-100	-100
7447	-100	-100
7448	-100	-100
7449	-100	-100
7450	-100	-100
7451	-100	-100
7452	-100	-100
7453	-100	-100
7454	-100	-100
7455	-100	-100
7456	-100	-100
7457	-100	-100
7458	-100	-100
7459	-100	-100
7460	-100	-100
7461	-100	-100
7462	-100	-100
7463	0	0
7464	-100	-100
7465	-100	-100
7466	-100	-100
7467	-100	-100
7468	-100	-100
7469	-100	-100
7470	-100	-100
7471	-100	-100
7472	-100	-100
7473	-100	-100
7474	-100	-100
7475	-100	-100
7476	-100	-100
7477	-100	-100
7478	-100	-100
7479	-100	-100
7480	-100	-100
7481	-100	-100
7482	-100	-100
7483	-100	-100
7484	-100	-100
7485	-100	-100
7486	-100	-100
7487	-100	-100
7488	-100	-100
7489	-100	-100
7490	-100	-100
7491	-100	-100
7492	-100	-100
7493	-100	-100
7494	-100	-100
7495	-100	-100
7496	-100	-100
7497	-100	-100
7498	-100	-100
7499	-100	-100
7500	-100	-100
7501	-100	-100
7502	-100	-100
7503	-100	-100
7504	-100	-100
7505	-100	-100
7506	-100	-100
7507	-100	-100
7508	-100	-100
7509	-100	-100
7510	-100	-100
7511	-100	-100
7512	-100	-100
7513	-100	-100
7514	-100	-100
7515	-100	-100
7516	-100	-100
7517	-100	-100
7518	-100	-100
7519	-100	-100
7520	41	41
7521	36	36
7522	-100	-100
7523	-100	-100
7524	-100	-100
7525	-100	-100
7526	-100	-100
7527	-100	-100
7528	-100	-100
7529	-100	-100
7530	-100	-100
7531	-100	-100
7532	-100	-100
7533	-100	-100
7534	-100	-100
7535	-100	-100
7536	-100	-100
7537	-100	-100
7538	-100	-100
7539	-100	-100
7540	-100	-100
7541	-100	-100
7542	-100	-100
7543	-100	-100
7544	-100	-100
7545	-100	-100
7546	0	0
7547	-100	-100
7548	-100	-100
7549	-100	-100
7550	-100	-100
7551	-100	-100
7552	-100	-100
7553	-100	-100
7554	-100	-100
7555	-100	-100
7556	-100	-100
7557	-100	-100
7558	-100	-100
7559	-100	-100
7560	-100	-100
7561	-100	-100
7562	-100	-100
7563	-100	-100
7564	-100	-100
7565	-100	-100
7566	-100	-100
7567	-100	-100
7568	-100	-100
7569	-100	-100
7570	-100	-100
7571	-100	-100
7572	-100	-100
7573	-100	-100
7574	-100	-100
7575	-100	-100
7576	-100	-100
7577	-100	-100
7578	-100	-100
7579	-100	-100
7580	-100	-100
7581	-100	-100
7582	-100	-100
7583	-100	-100
7584	-100	-100
7585	-100	-100
7586	-100	-100
7587	-100	-100
7588	-100	-100
7589	-100	-100
7590	-100	-100
7591	-100	-100
7592	-100	-100
7593	-100	-100
7594	-100	-100
7595	-100	-100
7596	-100	-100
7597	-100	-100
7598	-100	-100
7599	-100	-100
7600	-100	-100
7601	-100	-100
7602	-100	-100
7603	-100	-100
7604	-100	-100
7605	-100	-100
7606	-100	-100
7607	-100	-100
7608	-100	-100
7609	-100	-100
7610	-100	-100
7611	-100	-100
7612	-100	-100
7613	-100	-100
7614	-100	-100
7615	-100	-100
7616	-100	-100
7617	0	0
7618	-100	-100
7619	-100	-100
7620	-100	-100
7621	-100	-100
7622	-100	-100
7623	-100	-100
7624	-100	-100
7625	-100	-100
7626	-100	-100
7627	-100	-100
7628	-100	-100
7629	-100	-100
7630	-100	-100
7631	-100	-100
7632	-100	-100
7633	-100	-100
7634	-100	-100
7635	-100	-100
7636	25	25
7637	-100	-100
7638	-100	-100
7639	-100	-100
7640	-100	-100
7641	-100	-100
7642	-100	-100
7643	-100	-100
7644	0	0
7645	-100	-100
7646	-100	-100
7647	-100	-100
7648	-100	-100
7649	-100	-100
7650	-100	-100
7651	-100	-100
7652	-100	-100
7653	-100	-100
7654	-100	-100
7655	-100	-100
7656	-100	-100
7657	-100	-100
7658	-100	-100
7659	-100	-100
7660	-100	-100
7661	-100	-100
7662	-100	-100
7663	-100	-100
7664	-100	-100
7665	-100	-100
7666	-100	-100
7667	-100	-100
7668	-100	-100
7669	-100	-100
7670	-100	-100
7671	-100	-100
7672	-100	-100
7673	-100	-100
7674	-100	-100
7675	-100	-100
7676	-100	-100
7677	-100	-100
7678	-100	-100
7679	-100	-100
7680	-100	-100
7681	-100	-100
7682	-100	-100
7683	-100	-100
7684	-100	-100
7685	-100	-100
7686	-100	-100
7687	-100	-100
7688	-100	-100
7689	-100	-100
7690	-100	-100
7691	0	0
7692	-100	-100
7693	-100	-100
7694	-100	-100
7695	-100	-100
7696	-100	-100
7697	-100	-100
7698	-100	-100
7699	-100	-100
7700	-100	-100
7701	-100	-100
7702	-100	-100
7703	-100	-100
7704	-100	-100
7705	-100	-100
7706	-100	-100
7707	-100	-100
7708	-100	-100
7709	-100	-100
7710	-100	-100
7711	-100	-100
7712	-100	-100
7713	-100	-100
7714	-100	-100
7715	-100	-100
7716	-100	-100
7717	-100	-100
7718	-100	-100
7719	-100	-100
7720	-100	-100
7721	-100	-100
7722	-100	-100
7723	-100	-100
7724	-100	-100
7725	-100	-100
7726	-100	-100
7727	-100	-100
7728	-100	-100
7729	-100	-100
7730	-100	-100
7731	-100	-100
7732	-100	-100
7733	-100	-100
7734	-100	-100
7735	-100	-100
7736	-100	-100
7737	-100	-100
7738	-100	-100
7739	-100	-100
7740	-100	-100
7741	-100	-100
7742	-100	-100
7743	-100	-100
7744	-100	-100
7745	-100	-100
7746	-100	-100
7747	-100	-100
7748	-100	-100
7749	-100	-100
7750	-100	-100
7751	-100	-100
7752	-100	-100
7753	-100	-100
7754	-100	-100
7755	-100	-100
7756	-100	-100
7757	-100	-100
7758	-100	-100
7759	-100	-100
7760	-100	-100
7761	-100	-100
7762	-100	-100
7763	-100	-100
7764	-100	-100
7765	-100	-100
7766	-100	-100
7767	-100	-100
7768	-100	-100
7769	-100	-100
7770	-100	-100
7771	-100	-100
7772	-100	-100
7773	-100	-100
7774	-100	-100
7775	-100	-100
7776	-100	-100
7777	-100	-100
7778	0	0
7779	-100	-100
7780	-100	-100
7781	-100	-100
7782	-100	-100
7783	-100	-100
7784	-100	-100
7785	-100	-100
7786	-100	-100
7787	-100	-100
7788	-100	-100
7789	-100	-100
7790	-100	-100
7791	-100	-100
7792	-100	-100
7793	-100	-100
7794	-100	-100
7795	-100	-100
7796	-100	-100
7797	-100	-100
7798	-100	-100
7799	-100	-100
7800	-100	-100
7801	-100	-100
7802	-100	-100
7803	-100	-100
7804	-100	-100
7805	-100	-100
7806	-100	-100
7807	-100	-100
7808	-100	-100
7809	-100	-100
7810	-100	-100
7811	-100	-100
7812	-100	-100
7813	-100	-100
7814	-100	-100
7815	-100	-100
7816	-100	-100
7817	-100	-100
7818	-100	-100
7819	-100	-100
7820	-100	-100
7821	-100	-100
7822	0	0
7823	-100	-100
7824	0	0
7825	-100	-100
7826	-100	-100
7827	-100	-100
7828	-100	-100
7829	-100	-100
7830	-100	-100
7831	-100	-100
7832	-100	-100
7833	-100	-100
7834	-100	-100
7835	-100	-100
7836	-100	-100
7837	-100	-100
7838	-100	-100
7839	-100	-100
7840	-100	-100
7841	-100	-100
7842	-100	-100
7843	-100	-100
7844	-100	-100
7845	-100	-100
7846	-100	-100
7847	-100	-100
7848	0	0
7849	-100	-100
7850	0	0
7851	-100	-100
7852	0	0
7853	-100	-100
7854	-100	-100
7855	-100	-100
7856	-100	-100
7857	-100	-100
7858	-100	-100
7859	0	0
7860	-100	-100
7861	-100	-100
7862	-100	-100
7863	-100	-100
7864	-100	-100
7865	-100	-100
7866	-100	-100
7867	-100	-100
7868	-100	-100
7869	0	0
7870	0	0
7871	-100	-100
7872	-100	-100
7873	0	0
7874	-100	-100
7875	-100	-100
7876	-100	-100
7877	-100	-100
7878	-100	-100
7879	-100	-100
7880	-100	-100
7881	-100	-100
7882	-100	-100
7883	-100	-100
7884	-100	-100
7885	-100	-100
7886	-100	-100
7887	-100	-100
7888	-100	-100
7889	-100	-100
7890	-100	-100
7891	-100	-100
7892	-100	-100
7893	-100	-100
7894	38	38
7895	-100	-100
7896	-100	-100
7897	-100	-100
7898	-100	-100
7899	-100	-100
7900	-100	-100
7901	-100	-100
7902	-100	-100
7903	-100	-100
7904	-100	-100
7905	-100	-100
7906	-100	-100
7907	-100	-100
7908	-100	-100
7909	-100	-100
7910	0	0
7911	27	27
7912	-100	-100
7913	-100	-100
7914	-100	-100
7915	-100	-100
7916	-100	-100
7917	-100	-100
7918	-100	-100
7919	-100	-100
7920	-100	-100
7921	-100	-100
7922	-100	-100
7923	-100	-100
7924	-100	-100
7925	-100	-100
7926	-100	-100
7927	-100	-100
7928	-100	-100
7929	-100	-100
7930	-100	-100
7931	-100	-100
7932	-100	-100
7933	-100	-100
7934	-100	-100
7935	-100	-100
7936	-100	-100
7937	-100	-100
7938	-100	-100
7939	-100	-100
7940	-100	-100
7941	-100	-100
7942	-100	-100
7943	-100	-100
7944	-100	-100
7945	-100	-100
7946	-100	-100
7947	-100	-100
7948	-100	-100
7949	-100	-100
7950	-100	-100
7951	-100	-100
7952	-100	-100
7953	-100	-100
7954	-100	-100
7955	37.5666666666667	37.9277777777778
7956	-100	-100
7957	0	0
7958	-100	-100
7959	-100	-100
7960	-100	-100
7961	0	0
7962	-100	-100
7963	-100	-100
7964	-100	-100
7965	-100	-100
7966	-100	-100
7967	-100	-100
7968	-100	-100
7969	-100	-100
7970	-100	-100
7971	-100	-100
7972	-100	-100
7973	-100	-100
7974	-100	-100
7975	-100	-100
7976	-100	-100
7977	-100	-100
7978	-100	-100
7979	-100	-100
7980	-100	-100
7981	-100	-100
7982	-100	-100
7983	-100	-100
7984	-100	-100
7985	-100	-100
7986	-100	-100
7987	-100	-100
7988	-100	-100
7989	-100	-100
7990	-100	-100
7991	-100	-100
7992	-100	-100
7993	-100	-100
7994	-100	-100
7995	-100	-100
7996	-100	-100
7997	-100	-100
7998	-100	-100
7999	-100	-100
8000	38.5	38.5
8001	-100	-100
8002	-100	-100
8003	-100	-100
8004	-100	-100
8005	-100	-100
8006	0	0
8007	-100	-100
8008	-100	-100
8009	-100	-100
8010	-100	-100
8011	-100	-100
8012	-100	-100
8013	0	0
8014	-100	-100
8015	-100	-100
8016	-100	-100
8017	-100	-100
8018	-100	-100
8019	-100	-100
8020	-100	-100
8021	-100	-100
8022	-100	-100
8023	-100	-100
8024	-100	-100
8025	-100	-100
8026	-100	-100
8027	-100	-100
8028	-100	-100
8029	-100	-100
8030	0	0
8031	0	0
8032	-100	-100
8033	-100	-100
8034	-100	-100
8035	0	0
8036	-100	-100
8037	-100	-100
8038	-100	-100
8039	-100	-100
8040	-100	-100
8041	-100	-100
8042	-100	-100
8043	-100	-100
8044	-100	-100
8045	-100	-100
8046	-100	-100
8047	-100	-100
8048	-100	-100
8049	-100	-100
8050	-100	-100
8051	0	0
8052	-100	-100
8053	-100	-100
8054	-100	-100
8055	-100	-100
8056	-100	-100
8057	-100	-100
8058	9	9
8059	-100	-100
8060	-100	-100
8061	-100	-100
8062	-100	-100
8063	-100	-100
8064	0	0
8065	-100	-100
8066	-100	-100
8067	-100	-100
8068	-100	-100
8069	-100	-100
8070	-100	-100
8071	-100	-100
8072	-100	-100
8073	-100	-100
8074	-100	-100
8075	-100	-100
8076	-100	-100
8077	-100	-100
8078	-100	-100
8079	-100	-100
8080	-100	-100
8081	-100	-100
8082	-100	-100
8083	0	0
8084	-100	-100
8085	-100	-100
8086	-100	-100
8087	-100	-100
8088	-100	-100
8089	-100	-100
8090	-100	-100
8091	-100	-100
8092	-100	-100
8093	-100	-100
8094	-100	-100
8095	-100	-100
8096	-100	-100
8097	-100	-100
8098	-100	-100
8099	-100	-100
8100	-100	-100
8101	-100	-100
8102	-100	-100
8103	-100	-100
8104	-100	-100
8105	-100	-100
8106	-100	-100
8107	-100	-100
8108	16	16
8109	-100	-100
8110	-100	-100
8111	-100	-100
8112	-100	-100
8113	-100	-100
8114	-100	-100
8115	-100	-100
8116	-100	-100
8117	-100	-100
8118	-100	-100
8119	-100	-100
8120	-100	-100
8121	-100	-100
8122	-100	-100
8123	0	0
8124	-100	-100
8125	-100	-100
8126	-100	-100
8127	-100	-100
8128	-100	-100
8129	0	0
8130	-100	-100
8131	-100	-100
8132	-100	-100
8133	-100	-100
8134	-100	-100
8135	-100	-100
8136	-100	-100
8137	-100	-100
8138	0	0
8139	-100	-100
8140	-100	-100
8141	-100	-100
8142	-100	-100
8143	-100	-100
8144	-100	-100
8145	-100	-100
8146	-100	-100
8147	-100	-100
8148	-100	-100
8149	-100	-100
8150	-100	-100
8151	-100	-100
8152	-100	-100
8153	-100	-100
8154	-100	-100
8155	-100	-100
8156	-100	-100
8157	-100	-100
8158	-100	-100
8159	-100	-100
8160	-100	-100
8161	-100	-100
8162	-100	-100
8163	-100	-100
8164	-100	-100
8165	-100	-100
8166	-100	-100
8167	-100	-100
8168	-100	-100
8169	-100	-100
8170	-100	-100
8171	-100	-100
8172	-100	-100
8173	-100	-100
8174	-100	-100
8175	-100	-100
8176	-100	-100
8177	-100	-100
8178	-100	-100
8179	-100	-100
8180	-100	-100
8181	-100	-100
8182	-100	-100
8183	-100	-100
8184	-100	-100
8185	-100	-100
8186	-100	-100
8187	-100	-100
8188	-100	-100
8189	0	0
8190	-100	-100
8191	0	0
8192	-100	-100
8193	-100	-100
8194	0	0
8195	-100	-100
8196	-100	-100
8197	-100	-100
8198	-100	-100
8199	-100	-100
8200	-100	-100
8201	0	0
8202	-100	-100
8203	-100	-100
8204	0	0
8205	0	0
8206	-100	-100
8207	0	0
8208	-100	-100
8209	-100	-100
8210	-100	-100
8211	-100	-100
8212	-100	-100
8213	-100	-100
8214	-100	-100
8215	-100	-100
8216	-100	-100
8217	-100	-100
8218	-100	-100
8219	-100	-100
8220	-100	-100
8221	-100	-100
8222	-100	-100
8223	-100	-100
8224	-100	-100
8225	-100	-100
8226	-100	-100
8227	-100	-100
8228	-100	-100
8229	-100	-100
8230	-100	-100
8231	-100	-100
8232	-100	-100
8233	-100	-100
8234	-100	-100
8235	-100	-100
8236	-100	-100
8237	-100	-100
8238	-100	-100
8239	-100	-100
8240	-100	-100
8241	-100	-100
8242	-100	-100
8243	-100	-100
8244	-100	-100
8245	-100	-100
8246	-100	-100
8247	-100	-100
8248	-100	-100
8249	-100	-100
8250	-100	-100
8251	-100	-100
8252	-100	-100
8253	-100	-100
8254	-100	-100
8255	-100	-100
8256	-100	-100
8257	-100	-100
8258	-100	-100
8259	-100	-100
8260	-100	-100
8261	-100	-100
8262	-100	-100
8263	-100	-100
8264	-100	-100
8265	-100	-100
8266	-100	-100
8267	-100	-100
8268	-100	-100
8269	-100	-100
8270	-100	-100
8271	-100	-100
8272	-100	-100
8273	-100	-100
8274	-100	-100
8275	-100	-100
8276	-100	-100
8277	-100	-100
8278	40.5	40.5
8279	-100	-100
8280	0	0
8281	-100	-100
8282	-100	-100
8283	-100	-100
8284	-100	-100
8285	-100	-100
8286	-100	-100
8287	-100	-100
8288	-100	-100
8289	-100	-100
8290	-100	-100
8291	-100	-100
8292	-100	-100
8293	-100	-100
8294	-100	-100
8295	-100	-100
8296	-100	-100
8297	-100	-100
8298	-100	-100
8299	-100	-100
8300	-100	-100
8301	-100	-100
8302	-100	-100
8303	-100	-100
8304	-100	-100
8305	-100	-100
8306	-100	-100
8307	-100	-100
8308	-100	-100
8309	-100	-100
8310	-100	-100
8311	-100	-100
8312	-100	-100
8313	-100	-100
8314	-100	-100
8315	-100	-100
8316	-100	-100
8317	-100	-100
8318	-100	-100
8319	-100	-100
8320	-100	-100
8321	-100	-100
8322	-100	-100
8323	-100	-100
8324	-100	-100
8325	-100	-100
8326	-100	-100
8327	-100	-100
8328	-100	-100
8329	-100	-100
8330	-100	-100
8331	-100	-100
8332	-100	-100
8333	-100	-100
8334	-100	-100
8335	-100	-100
8336	-100	-100
8337	-100	-100
8338	-100	-100
8339	-100	-100
8340	-100	-100
8341	0	0
8342	-100	-100
8343	-100	-100
8344	34	34
8345	-100	-100
8346	-100	-100
8347	0	0
8348	-100	-100
8349	-100	-100
8350	-100	-100
8351	-100	-100
8352	-100	-100
8353	-100	-100
8354	-100	-100
8355	-100	-100
8356	-100	-100
8357	-100	-100
8358	-100	-100
8359	-100	-100
8360	-100	-100
8361	-100	-100
8362	-100	-100
8363	41	41
8364	-100	-100
8365	-100	-100
8366	-100	-100
8367	-100	-100
8368	-100	-100
8369	0	0
8370	-100	-100
8371	-100	-100
8372	-100	-100
8373	-100	-100
8374	-100	-100
8375	-100	-100
8376	-100	-100
8377	0	0
8378	-100	-100
8379	-100	-100
8380	-100	-100
8381	-100	-100
8382	-100	-100
8383	-100	-100
8384	-100	-100
8385	-100	-100
8386	-100	-100
8387	-100	-100
8388	-100	-100
8389	-100	-100
8390	-100	-100
8391	-100	-100
8392	-100	-100
8393	-100	-100
8394	-100	-100
8395	-100	-100
8396	-100	-100
8397	-100	-100
8398	-100	-100
8399	-100	-100
8400	-100	-100
8401	-100	-100
8402	-100	-100
8403	-100	-100
8404	-100	-100
8405	-100	-100
8406	-100	-100
8407	-100	-100
8408	-100	-100
8409	-100	-100
8410	-100	-100
8411	-100	-100
8412	-100	-100
8413	-100	-100
8414	-100	-100
8415	-100	-100
8416	-100	-100
8417	-100	-100
8418	-100	-100
8419	-100	-100
8420	-100	-100
8421	-100	-100
8422	-100	-100
8423	-100	-100
8424	-100	-100
8425	40	40
8426	-100	-100
8427	-100	-100
8428	-100	-100
8429	-100	-100
8430	-100	-100
8431	-100	-100
8432	-100	-100
8433	-100	-100
8434	-100	-100
8435	-100	-100
8436	-100	-100
8437	-100	-100
8438	-100	-100
8439	-100	-100
8440	-100	-100
8441	-100	-100
8442	-100	-100
8443	-100	-100
8444	-100	-100
8445	-100	-100
8446	-100	-100
8447	-100	-100
8448	-100	-100
8449	-100	-100
8450	-100	-100
8451	-100	-100
8452	-100	-100
8453	35.9505263157895	37.1629385964912
8454	-100	-100
8455	-100	-100
8456	-100	-100
8457	-100	-100
8458	-100	-100
8459	-100	-100
8460	-100	-100
8461	-100	-100
8462	-100	-100
8463	-100	-100
8464	-100	-100
8465	-100	-100
8466	-100	-100
8467	-100	-100
8468	-100	-100
8469	-100	-100
8470	-100	-100
8471	-100	-100
8472	-100	-100
8473	-100	-100
8474	-100	-100
8475	-100	-100
8476	-100	-100
8477	-100	-100
8478	-100	-100
8479	-100	-100
8480	-100	-100
8481	-100	-100
8482	-100	-100
8483	-100	-100
8484	-100	-100
8485	-100	-100
8486	-100	-100
8487	-100	-100
8488	-100	-100
8489	-100	-100
8490	-100	-100
8491	-100	-100
8492	-100	-100
8493	0	0
8494	0	0
8495	-100	-100
8496	-100	-100
8497	-100	-100
8498	-100	-100
8499	-100	-100
8500	-100	-100
8501	-100	-100
8502	-100	-100
8503	-100	-100
8504	-100	-100
8505	-100	-100
8506	0	0
8507	-100	-100
8508	-100	-100
8509	-100	-100
8510	-100	-100
8511	41	41
8512	-100	-100
8513	-100	-100
8514	0	0
8515	-100	-100
8516	-100	-100
8517	-100	-100
8518	-100	-100
8519	-100	-100
8520	0	0
8521	-100	-100
8522	-100	-100
8523	-100	-100
8524	-100	-100
8525	-100	-100
8526	-100	-100
8527	0	0
8528	-100	-100
8529	-100	-100
8530	-100	-100
8531	-100	-100
8532	-100	-100
8533	-100	-100
8534	-100	-100
8535	-100	-100
8536	-100	-100
8537	40	40
8538	-100	-100
8539	-100	-100
8540	-100	-100
8541	-100	-100
8542	-100	-100
8543	-100	-100
8544	-100	-100
8545	-100	-100
8546	-100	-100
8547	-100	-100
8548	-100	-100
8549	-100	-100
8550	-100	-100
8551	-100	-100
8552	-100	-100
8553	-100	-100
8554	-100	-100
8555	-100	-100
8556	-100	-100
8557	-100	-100
8558	-100	-100
8559	-100	-100
8560	-100	-100
8561	-100	-100
8562	-100	-100
8563	-100	-100
8564	-100	-100
8565	-100	-100
8566	-100	-100
8567	-100	-100
8568	-100	-100
8569	-100	-100
8570	-100	-100
8571	-100	-100
8572	-100	-100
8573	-100	-100
8574	-100	-100
8575	-100	-100
8576	-100	-100
8577	-100	-100
8578	-100	-100
8579	-100	-100
8580	-100	-100
8581	-100	-100
8582	-100	-100
8583	-100	-100
8584	-100	-100
8585	-100	-100
8586	-100	-100
8587	-100	-100
8588	-100	-100
8589	-100	-100
8590	-100	-100
8591	-100	-100
8592	-100	-100
8593	-100	-100
8594	-100	-100
8595	-100	-100
8596	-100	-100
8597	-100	-100
8598	-100	-100
8599	-100	-100
8600	-100	-100
8601	-100	-100
8602	-100	-100
8603	-100	-100
8604	-100	-100
8605	-100	-100
8606	-100	-100
8607	-100	-100
8608	-100	-100
8609	-100	-100
8610	-100	-100
8611	-100	-100
8612	-100	-100
8613	-100	-100
8614	-100	-100
8615	-100	-100
8616	-100	-100
8617	-100	-100
8618	-100	-100
8619	-100	-100
8620	-100	-100
8621	-100	-100
8622	-100	-100
8623	-100	-100
8624	-100	-100
8625	-100	-100
8626	-100	-100
8627	-100	-100
8628	-100	-100
8629	-100	-100
8630	-100	-100
8631	-100	-100
8632	-100	-100
8633	-100	-100
8634	-100	-100
8635	-100	-100
8636	-100	-100
8637	-100	-100
8638	-100	-100
8639	-100	-100
8640	-100	-100
8641	-100	-100
8642	-100	-100
8643	-100	-100
8644	-100	-100
8645	-100	-100
8646	40	40
8647	-100	-100
8648	-100	-100
8649	-100	-100
8650	-100	-100
8651	-100	-100
8652	-100	-100
8653	-100	-100
8654	-100	-100
8655	-100	-100
8656	-100	-100
8657	-100	-100
8658	-100	-100
8659	-100	-100
8660	-100	-100
8661	-100	-100
8662	-100	-100
8663	-100	-100
8664	-100	-100
8665	-100	-100
8666	-100	-100
8667	-100	-100
8668	-100	-100
8669	-100	-100
8670	-100	-100
8671	-100	-100
8672	-100	-100
8673	-100	-100
8674	-100	-100
8675	0	0
8676	-100	-100
8677	40.5	40.5
8678	-100	-100
8679	-100	-100
8680	-100	-100
8681	-100	-100
8682	-100	-100
8683	-100	-100
8684	-100	-100
8685	-100	-100
8686	-100	-100
8687	-100	-100
8688	-100	-100
8689	-100	-100
8690	-100	-100
8691	-100	-100
8692	-100	-100
8693	-100	-100
8694	-100	-100
8695	-100	-100
8696	-100	-100
8697	-100	-100
8698	-100	-100
8699	36.5	36.5
8700	-100	-100
8701	-100	-100
8702	-100	-100
8703	-100	-100
8704	-100	-100
8705	-100	-100
8706	38.25	38.25
8707	-100	-100
8708	-100	-100
8709	-100	-100
8710	-100	-100
8711	-100	-100
8712	-100	-100
8713	-100	-100
8714	-100	-100
8715	-100	-100
8716	-100	-100
8717	-100	-100
8718	-100	-100
8719	-100	-100
8720	-100	-100
8721	-100	-100
8722	-100	-100
8723	-100	-100
8724	-100	-100
8725	-100	-100
8726	-100	-100
8727	-100	-100
8728	-100	-100
8729	-100	-100
8730	-100	-100
8731	-100	-100
8732	-100	-100
8733	-100	-100
8734	-100	-100
8735	35.5	35.5
8736	-100	-100
8737	-100	-100
8738	-100	-100
8739	-100	-100
8740	-100	-100
8741	-100	-100
8742	-100	-100
8743	-100	-100
8744	-100	-100
8745	-100	-100
8746	-100	-100
8747	0	0
8748	-100	-100
8749	-100	-100
8750	-100	-100
8751	-100	-100
8752	-100	-100
8753	-100	-100
8754	-100	-100
8755	-100	-100
8756	-100	-100
8757	-100	-100
8758	-100	-100
8759	-100	-100
8760	-100	-100
8761	-100	-100
8762	-100	-100
8763	-100	-100
8764	-100	-100
8765	-100	-100
8766	-100	-100
8767	-100	-100
8768	-100	-100
8769	-100	-100
8770	-100	-100
8771	-100	-100
8772	-100	-100
8773	-100	-100
8774	-100	-100
8775	-100	-100
8776	-100	-100
8777	-100	-100
8778	-100	-100
8779	-100	-100
8780	-100	-100
8781	-100	-100
8782	-100	-100
8783	-100	-100
8784	-100	-100
8785	-100	-100
8786	-100	-100
8787	-100	-100
8788	-100	-100
8789	-100	-100
8790	-100	-100
8791	-100	-100
8792	-100	-100
8793	-100	-100
8794	-100	-100
8795	-100	-100
8796	-100	-100
8797	-100	-100
8798	-100	-100
8799	-100	-100
8800	-100	-100
8801	-100	-100
8802	-100	-100
8803	0	0
8804	-100	-100
8805	-100	-100
8806	-100	-100
8807	-100	-100
8808	-100	-100
8809	-100	-100
8810	-100	-100
8811	-100	-100
8812	-100	-100
8813	-100	-100
8814	-100	-100
8815	-100	-100
8816	-100	-100
8817	-100	-100
8818	-100	-100
8819	-100	-100
8820	31.5	31.5
8821	-100	-100
8822	-100	-100
8823	-100	-100
8824	-100	-100
8825	-100	-100
8826	-100	-100
8827	-100	-100
8828	-100	-100
8829	0	0
8830	-100	-100
8831	0	0
8832	-100	-100
8833	-100	-100
8834	-100	-100
8835	-100	-100
8836	-100	-100
8837	-100	-100
8838	-100	-100
8839	-100	-100
8840	-100	-100
8841	-100	-100
8842	-100	-100
8843	-100	-100
8844	-100	-100
8845	-100	-100
8846	-100	-100
8847	34	34
8848	-100	-100
8849	-100	-100
8850	-100	-100
8851	-100	-100
8852	-100	-100
8853	-100	-100
8854	-100	-100
8855	-100	-100
8856	-100	-100
8857	0	0
8858	-100	-100
8859	-100	-100
8860	-100	-100
8861	0	0
8862	-100	-100
8863	-100	-100
8864	-100	-100
8865	-100	-100
8866	-100	-100
8867	-100	-100
8868	-100	-100
8869	-100	-100
8870	-100	-100
8871	-100	-100
8872	-100	-100
8873	26	26
8874	-100	-100
8875	-100	-100
8876	-100	-100
8877	-100	-100
8878	0	0
8879	-100	-100
8880	-100	-100
8881	-100	-100
8882	-100	-100
8883	39.5	39.5
8884	-100	-100
8885	-100	-100
8886	-100	-100
8887	34.6666666666667	34.6666666666667
8888	25.5	25.5
8889	-100	-100
8890	-100	-100
8891	36	36
8892	-100	-100
8893	-100	-100
8894	-100	-100
8895	-100	-100
8896	-100	-100
8897	-100	-100
8898	-100	-100
8899	-100	-100
8900	-100	-100
8901	28	28
8902	-100	-100
8903	-100	-100
8904	-100	-100
8905	-100	-100
8906	39	39
8907	-100	-100
8908	-100	-100
8909	-100	-100
8910	-100	-100
8911	-100	-100
8912	-100	-100
8913	-100	-100
8914	-100	-100
8915	41	41
8916	39	39
8917	-100	-100
8918	-100	-100
8919	-100	-100
8920	-100	-100
8921	-100	-100
8922	0	0
8923	35.5	35.5
8924	0	0
8925	0	0
8926	-100	-100
8927	0	0
8928	-100	-100
8929	-100	-100
8930	13.6666666666667	13.6666666666667
8931	-100	-100
8932	-100	-100
8933	-100	-100
8934	-100	-100
8935	-100	-100
8936	-100	-100
8937	-100	-100
8938	-100	-100
8939	-100	-100
8940	-100	-100
8941	-100	-100
8942	-100	-100
8943	-100	-100
